text,sarcastic
"Finding it very hard to detach my love for the club and it’s lack of action over Mendy. 

In my opinion having anyone playing professional games with an open investigation, especially this severe is inexcusable.",0
"So if an atheist believes that humans are the highest form of intelligence, and a devout Christian believes God is the highest form of intelligence, the Christian should allow the atheist to force him to behave as if humans are the highest form of intelligence?",0
"Ask if there is a continuity team you can be a part of, or if you can see the same midwife throughout your pregnancy- easier to ask questions and raise concerns to a familiar person https://t.co/bqkOXuwwKt",0
"And if there are two competing hypotheses that are actually hard to choose between? As they get closer, it becomes less possible to choose by instinct or testing. A principle comes in handy.",0
"i didn't know that, but i'm not surprised by it. israel needs all the soldiers it can get.  and i disagree with you on the iran war issue. all out war with iran will have the israelis sitting on the sidelines yet again so as not to xxxx off the me allies fighting against iran.",0
"In point of fact, the low birth rate in most of Europe is not due to the availablity of abortion, but to good sex education and the ready availablity of effective contraception to everyone who needs it. See this study, for instance:   http://www.advocatesforyouth.org/PUB...heet/fsest.htm   People have small families because they want small families. In point of fact, the abortion rate in Europe is generally much lower than the rate in the US, due, again, to education and contraception.   Would you force folks to have children they don't want?",0
No contradiction; the Permian extinction was the most severe in history and noted as such in the page linked.,0
"So everyone thinks that ""evolutionists"" should seize power or something? If that is true, it is because evolution is very widely accepted.",0
Today was a good day 😌 I am happy,0
@suzysophia_ SO PROUD OF YOU,0
"attack on Titan I’m not ok

Saw a few leaks on purpose bc I like to torture myself and I’ll wait to read the whole chapter tomorrow but oh my god oh my god I’m hurting",0
"You will soon learn, my friend, that fundies have very, very short memories when it comes to refutations of their arguments...",1
"No, there isn't a consensus among Christians, at least not beyond the fact that God was responsible in one way or another for the universe existing. There is no consensus about method.",0
Not to be totally dependant and the systems of another body to keep it alive. Take a fetus out of the womb (That is during the period which most abortions are carried out) and it will die. Plus if the mother dies the fetus will as well. A baby doesn't depend on its mother's body to function. It can do that itself.,0
i like starting conversations with “also” even though there was no proceeding sentence,0
"the nice part. i'm surprised that you've even read the bible. presumably you're commenting on 1 thessalonians 5:2, wherein paul admonishes the greeks to be watchful for the coming of god? the funny thing is that all of my bibles say that.",1
